onset	duration	sample	value
2.468	n/a	1234	251
10.482	n/a	5241	134
12.696	n/a	6348	251
13.704	n/a	6852	101
14.604	n/a	7302	51
15.406	n/a	7703	98
16.206	n/a	8103	52
17.006	n/a	8503	53
17.806	n/a	8903	54
18.608	n/a	9304	55
19.408	n/a	9704	98
20.208	n/a	10104	56
21.81	n/a	10905	102
22.16	n/a	11080	251
23.17	n/a	11585	103
24.192	n/a	12096	101
25.092	n/a	12546	31
25.892	n/a	12946	32
26.694	n/a	13347	33
27.494	n/a	13747	34
28.294	n/a	14147	35
29.094	n/a	14547	36
30.696	n/a	15348	102
31.108	n/a	15554	252
32.118	n/a	16059	103
33.138	n/a	16569	101
34.038	n/a	17019	11
34.84	n/a	17420	12
35.64	n/a	17820	13
36.44	n/a	18220	14
37.24	n/a	18620	15
38.042	n/a	19021	98
38.842	n/a	19421	98
39.642	n/a	19821	98
40.444	n/a	20222	16
42.044	n/a	21022	102
42.384	n/a	21192	251
43.396	n/a	21698	103
44.416	n/a	22208	101
45.316	n/a	22658	51
46.118	n/a	23059	52
46.918	n/a	23459	53
47.718	n/a	23859	54
48.518	n/a	24259	55
49.32	n/a	24660	98
50.12	n/a	25060	56
51.722	n/a	25861	102
52.092	n/a	26046	252
53.102	n/a	26551	103
54.122	n/a	27061	101
55.024	n/a	27512	11
55.824	n/a	27912	12
56.624	n/a	28312	13
57.426	n/a	28713	14
58.226	n/a	29113	15
59.026	n/a	29513	98
59.826	n/a	29913	98
60.628	n/a	30314	16
62.228	n/a	31114	102
62.686	n/a	31343	251
63.7	n/a	31850	103
64.72	n/a	32360	101
65.622	n/a	32811	31
66.422	n/a	33211	98
67.222	n/a	33611	32
68.022	n/a	34011	33
68.824	n/a	34412	34
69.624	n/a	34812	35
70.424	n/a	35212	36
72.026	n/a	36013	102
72.324	n/a	36162	252
73.336	n/a	36668	103
74.358	n/a	37179	101
75.258	n/a	37629	41
76.058	n/a	38029	98
76.86	n/a	38430	42
77.66	n/a	38830	43
78.46	n/a	39230	44
79.26	n/a	39630	45
80.062	n/a	40031	98
80.862	n/a	40431	46
82.464	n/a	41232	102
82.814	n/a	41407	252
83.824	n/a	41912	103
84.844	n/a	42422	101
85.746	n/a	42873	71
86.546	n/a	43273	98
87.346	n/a	43673	72
88.148	n/a	44074	73
88.948	n/a	44474	74
89.748	n/a	44874	75
90.55	n/a	45275	98
91.35	n/a	45675	76
92.95	n/a	46475	102
93.27	n/a	46635	252
94.282	n/a	47141	103
95.302	n/a	47651	101
96.204	n/a	48102	51
97.004	n/a	48502	98
97.804	n/a	48902	52
98.604	n/a	49302	53
99.406	n/a	49703	54
100.206	n/a	50103	55
101.006	n/a	50503	56
102.608	n/a	51304	102
102.738	n/a	51369	251
103.748	n/a	51874	103
104.77	n/a	52385	101
105.67	n/a	52835	111
106.47	n/a	53235	112
107.272	n/a	53636	98
108.072	n/a	54036	98
108.872	n/a	54436	113
109.672	n/a	54836	114
110.474	n/a	55237	115
111.274	n/a	55637	116
112.876	n/a	56438	102
113.202	n/a	56601	252
114.216	n/a	57108	103
115.236	n/a	57618	101
116.138	n/a	58069	121
116.938	n/a	58469	98
117.738	n/a	58869	122
118.54	n/a	59270	98
119.34	n/a	59670	123
120.14	n/a	60070	124
120.94	n/a	60470	125
121.742	n/a	60871	98
122.542	n/a	61271	126
124.144	n/a	62072	102
124.638	n/a	62319	251
125.654	n/a	62827	103
126.676	n/a	63338	101
127.576	n/a	63788	121
128.376	n/a	64188	122
129.176	n/a	64588	98
129.978	n/a	64989	123
130.778	n/a	65389	124
131.578	n/a	65789	125
132.38	n/a	66190	98
133.18	n/a	66590	126
134.78	n/a	67390	102
135.186	n/a	67593	251
136.202	n/a	68101	103
137.222	n/a	68611	101
138.124	n/a	69062	71
138.924	n/a	69462	72
139.724	n/a	69862	73
140.526	n/a	70263	74
141.326	n/a	70663	75
142.126	n/a	71063	98
142.926	n/a	71463	98
143.728	n/a	71864	76
145.328	n/a	72664	102
145.79	n/a	72895	252
146.8	n/a	73400	103
147.82	n/a	73910	101
148.72	n/a	74360	111
149.522	n/a	74761	112
150.322	n/a	75161	98
151.122	n/a	75561	113
151.924	n/a	75962	114
152.724	n/a	76362	115
153.524	n/a	76762	116
155.126	n/a	77563	102
155.53	n/a	77765	252
156.546	n/a	78273	103
157.568	n/a	78784	101
158.468	n/a	79234	121
159.268	n/a	79634	98
160.07	n/a	80035	122
160.87	n/a	80435	98
161.67	n/a	80835	123
162.47	n/a	81235	124
163.272	n/a	81636	125
164.072	n/a	82036	98
164.872	n/a	82436	98
165.674	n/a	82837	126
167.274	n/a	83637	102
167.554	n/a	83777	251
168.566	n/a	84283	103
169.586	n/a	84793	101
170.486	n/a	85243	51
171.288	n/a	85644	52
172.088	n/a	86044	53
172.888	n/a	86444	54
173.688	n/a	86844	55
174.49	n/a	87245	56
176.09	n/a	88045	102
176.634	n/a	88317	251
177.652	n/a	88826	103
178.672	n/a	89336	101
179.574	n/a	89787	51
180.374	n/a	90187	98
181.174	n/a	90587	52
181.974	n/a	90987	53
182.776	n/a	91388	54
183.576	n/a	91788	55
184.376	n/a	92188	98
185.178	n/a	92589	56
186.778	n/a	93389	102
187.262	n/a	93631	251
188.28	n/a	94140	103
189.3	n/a	94650	101
190.2	n/a	95100	121
191.002	n/a	95501	98
191.802	n/a	95901	122
192.602	n/a	96301	98
193.404	n/a	96702	98
194.204	n/a	97102	123
195.004	n/a	97502	124
195.804	n/a	97902	125
196.606	n/a	98303	126
198.206	n/a	99103	102
198.522	n/a	99261	251
199.538	n/a	99769	103
200.558	n/a	100279	101
201.458	n/a	100729	81
202.26	n/a	101130	98
203.06	n/a	101530	82
203.86	n/a	101930	83
204.662	n/a	102331	84
205.462	n/a	102731	85
206.262	n/a	103131	98
207.062	n/a	103531	86
208.664	n/a	104332	102
208.966	n/a	104483	252
209.976	n/a	104988	103
210.996	n/a	105498	101
211.896	n/a	105948	51
212.696	n/a	106348	52
213.498	n/a	106749	53
214.298	n/a	107149	54
215.098	n/a	107549	55
215.9	n/a	107950	56
217.5	n/a	108750	102
217.85	n/a	108925	251
218.862	n/a	109431	103
219.882	n/a	109941	101
220.782	n/a	110391	111
221.584	n/a	110792	112
222.384	n/a	111192	98
223.184	n/a	111592	98
223.986	n/a	111993	98
224.786	n/a	112393	98
225.586	n/a	112793	113
226.386	n/a	113193	114
227.188	n/a	113594	115
227.988	n/a	113994	116
229.59	n/a	114795	102
229.85	n/a	114925	252
230.86	n/a	115430	103
231.88	n/a	115940	101
232.782	n/a	116391	41
233.582	n/a	116791	98
234.382	n/a	117191	42
235.184	n/a	117592	43
235.984	n/a	117992	44
236.784	n/a	118392	45
237.584	n/a	118792	46
239.186	n/a	119593	102
239.63	n/a	119815	252
240.648	n/a	120324	103
241.668	n/a	120834	101
242.568	n/a	121284	111
243.37	n/a	121685	112
244.17	n/a	122085	98
244.97	n/a	122485	113
245.77	n/a	122885	114
246.572	n/a	123286	115
247.372	n/a	123686	116
248.972	n/a	124486	102
249.222	n/a	124611	252
250.234	n/a	125117	103
251.254	n/a	125627	101
252.156	n/a	126078	41
252.956	n/a	126478	98
253.756	n/a	126878	42
254.558	n/a	127279	43
255.358	n/a	127679	44
256.158	n/a	128079	45
256.958	n/a	128479	46
258.56	n/a	129280	102
258.878	n/a	129439	252
259.89	n/a	129945	103
260.912	n/a	130456	101
261.812	n/a	130906	41
262.612	n/a	131306	98
263.414	n/a	131707	42
264.214	n/a	132107	43
265.014	n/a	132507	44
265.816	n/a	132908	45
266.616	n/a	133308	98
267.416	n/a	133708	98
268.216	n/a	134108	46
269.818	n/a	134909	102
270.07	n/a	135035	252
271.078	n/a	135539	103
272.1	n/a	136050	101
273	n/a	136500	121
273.8	n/a	136900	122
274.602	n/a	137301	98
275.402	n/a	137701	98
276.202	n/a	138101	123
277.004	n/a	138502	124
277.804	n/a	138902	125
278.604	n/a	139302	126
280.05	n/a	140025	252
280.206	n/a	140103	102
281.052	n/a	140526	252
282.066	n/a	141033	103
283.088	n/a	141544	101
283.988	n/a	141994	81
284.788	n/a	142394	82
285.59	n/a	142795	83
286.39	n/a	143195	84
287.19	n/a	143595	85
287.992	n/a	143996	98
288.792	n/a	144396	86
290.392	n/a	145196	102
290.926	n/a	145463	252
291.944	n/a	145972	103
292.964	n/a	146482	101
293.866	n/a	146933	21
294.666	n/a	147333	22
295.466	n/a	147733	23
296.268	n/a	148134	24
297.068	n/a	148534	25
297.868	n/a	148934	26
299.47	n/a	149735	102
300.058	n/a	150029	252
301.07	n/a	150535	103
302.092	n/a	151046	101
302.992	n/a	151496	111
303.792	n/a	151896	112
304.592	n/a	152296	98
305.394	n/a	152697	113
306.194	n/a	153097	114
306.994	n/a	153497	115
307.796	n/a	153898	116
309.396	n/a	154698	102
309.678	n/a	154839	252
310.688	n/a	155344	103
311.708	n/a	155854	101
312.608	n/a	156304	21
313.41	n/a	156705	22
314.21	n/a	157105	23
315.01	n/a	157505	24
315.812	n/a	157906	25
316.612	n/a	158306	98
317.412	n/a	158706	26
319.014	n/a	159507	102
319.322	n/a	159661	252
320.334	n/a	160167	103
321.356	n/a	160678	101
322.256	n/a	161128	51
323.056	n/a	161528	98
